productid,weight,fat_content,category,outlet_type
103113,,Regular,Fruits and Vegetables,Supermarket Type3
103114,,Low Fat,Dairy,Supermarket Type3
103115,20.2,Low Fat,Household,Supermarket Type1
103116,10.5,Low Fat,Soft Drinks,Supermarket Type1
103117,12.6,Low Fat,Dairy,Supermarket Type1
103118,,Low Fat,Snack Foods,Supermarket Type3
103119,10.1,Low Fat,Canned,Supermarket Type1
103120,14.1,Low Fat,Snack Foods,Supermarket Type1
103121,,Low Fat,Household,Supermarket Type3
103122,7.63,Regular,Snack Foods,Supermarket Type1
103123,13.8,Regular,Snack Foods,Supermarket Type1
103124,8.35,Regular,Frozen Foods,Supermarket Type1
103125,,Regular,Snack Foods,Grocery Store
103126,,Low Fat,Household,Supermarket Type3
103127,20.25,Regular,Fruits and Vegetables,Supermarket Type1
103128,8.575,Regular,Dairy,Supermarket Type1
103129,17.85,Low Fat,Snack Foods,Supermarket Type1
103130,5.615,Low Fat,Health and Hygiene,Supermarket Type1
103131,12.15,LF,Health and Hygiene,Supermarket Type1
103132,,Low Fat,Canned,Supermarket Type3
103133,7.56,Low Fat,Frozen Foods,Supermarket Type1
103134,,Regular,Frozen Foods,Supermarket Type3
103135,10.8,Low Fat,Dairy,Supermarket Type2
103136,16.2,Regular,Frozen Foods,Supermarket Type1
103137,13,Regular,Snack Foods,Supermarket Type1
103138,9.5,Low Fat,Hard Drinks,Supermarket Type1
103139,18.7,Low Fat,Dairy,Supermarket Type1
103140,7.235,Low Fat,Snack Foods,Supermarket Type2
103141,,Regular,Canned,Supermarket Type3
103142,11.1,Low Fat,Fruits and Vegetables,Supermarket Type1
103143,7.155,Regular,Breads,Supermarket Type1
103144,7.825,Low Fat,Household,Supermarket Type1
103145,8.905,Low Fat,Frozen Foods,Supermarket Type1
103146,,Regular,Snack Foods,Supermarket Type3
103147,9.195,Low Fat,Baking Goods,Supermarket Type1
103148,11.65,Low Fat,Snack Foods,Supermarket Type1
103149,16.7,Low Fat,Household,Grocery Store
103150,9.1,Regular,Breads,Supermarket Type1
103151,11.35,Low Fat,Snack Foods,Supermarket Type1
103152,,Regular,Soft Drinks,Grocery Store
103153,5.695,Regular,Breads,Supermarket Type1
103154,16.5,Low Fat,Health and Hygiene,Supermarket Type1
103155,10.695,Low Fat,Household,Supermarket Type1
103156,,Low Fat,Fruits and Vegetables,Supermarket Type3
103157,17.7,Low Fat,Household,Supermarket Type1
103158,19,Low Fat,Snack Foods,Supermarket Type1
103159,,Low Fat,Frozen Foods,Grocery Store
103160,,Regular,Canned,Supermarket Type3
103161,13.35,Low Fat,Frozen Foods,Supermarket Type2
103162,14.65,Low Fat,Household,Supermarket Type1
103163,,Low Fat,Household,Grocery Store
103164,16.7,Low Fat,Canned,Supermarket Type1
103165,11.6,Low Fat,Dairy,Supermarket Type1
103166,8.96,Regular,Fruits and Vegetables,Supermarket Type1
103167,9.6,Low Fat,Household,Supermarket Type2
103168,,Low Fat,Snack Foods,Supermarket Type3
103169,12.6,Low Fat,Household,Supermarket Type1
103170,12.15,Low Fat,Health and Hygiene,Supermarket Type1
103171,9.395,Regular,Frozen Foods,Supermarket Type1
103172,18.85,Low Fat,Canned,Supermarket Type1
103173,,Regular,Starchy Foods,Supermarket Type3
103174,15.85,Low Fat,Soft Drinks,Supermarket Type1
103175,17.6,Low Fat,Soft Drinks,Supermarket Type2
103176,21.1,Regular,Breakfast,Supermarket Type1
103177,11.65,Low Fat,Seafood,Supermarket Type1
103178,6.71,Low Fat,Breads,Supermarket Type1
103179,15.6,Low Fat,Snack Foods,Supermarket Type1
103180,13.3,Low Fat,Baking Goods,Supermarket Type1
103181,14.1,Low Fat,Fruits and Vegetables,Supermarket Type1
103182,11.395,Regular,Meat,Grocery Store
103183,13.65,Low Fat,Frozen Foods,Supermarket Type1
103184,18.85,Low Fat,Household,Supermarket Type1
103185,11.8,low fat,Soft Drinks,Supermarket Type1
103186,19.25,Low Fat,Dairy,Supermarket Type1
103187,19.85,Regular,Breads,Supermarket Type1
103188,12.5,Low Fat,Meat,Supermarket Type1
103189,15.5,Low Fat,Baking Goods,Supermarket Type1
103190,17.75,Low Fat,Others,Supermarket Type1
103191,14.75,Low Fat,Snack Foods,Supermarket Type1
103192,8.985,Regular,Frozen Foods,Supermarket Type2
103193,8.02,Low Fat,Household,Supermarket Type1
103194,9.8,Low Fat,Snack Foods,Supermarket Type1
103195,8.645,Low Fat,Canned,Supermarket Type1
103196,17.35,Regular,Canned,Supermarket Type1
103197,8.52,Low Fat,Soft Drinks,Supermarket Type1
103198,5.63,Regular,Meat,Supermarket Type1
103199,6.38,Low Fat,Dairy,Supermarket Type1
103200,,Low Fat,Dairy,Supermarket Type3
103201,5.78,Low Fat,Breads,Supermarket Type1
103202,10,Regular,Snack Foods,Supermarket Type1
103203,11.6,Regular,Snack Foods,Supermarket Type1
103204,11.65,Low Fat,Fruits and Vegetables,Supermarket Type2
103205,19.2,Regular,Frozen Foods,Grocery Store
103206,10.895,Regular,Dairy,Grocery Store
103207,17.35,Regular,Frozen Foods,Grocery Store
103208,6.65,Low Fat,Fruits and Vegetables,Grocery Store
103209,,Low Fat,Baking Goods,Grocery Store
103210,7.725,Low Fat,Household,Supermarket Type1
103211,8.71,Regular,Canned,Supermarket Type1
103212,16.1,Low Fat,Fruits and Vegetables,Supermarket Type1
103213,14.65,Low Fat,Hard Drinks,Supermarket Type1
103214,12.6,Low Fat,Fruits and Vegetables,Supermarket Type1
103215,13.1,Low Fat,Frozen Foods,Supermarket Type1
103216,,Low Fat,Fruits and Vegetables,Supermarket Type3
103217,11.15,Regular,Snack Foods,Supermarket Type1
103218,20.7,Regular,Baking Goods,Supermarket Type1
103219,,LF,Frozen Foods,Supermarket Type3
103220,14,Low Fat,Baking Goods,Supermarket Type1
103221,19.1,Low Fat,Household,Supermarket Type1
103222,9.695,Regular,Baking Goods,Grocery Store
103223,19.1,Low Fat,Dairy,Supermarket Type1
103224,17.85,Regular,Meat,Supermarket Type1
103225,11.65,Regular,Snack Foods,Supermarket Type1
103226,12.3,Regular,Starchy Foods,Supermarket Type1
103227,,Low Fat,Canned,Supermarket Type3
103228,7.81,Regular,Canned,Supermarket Type1
103229,20.1,Low Fat,Health and Hygiene,Supermarket Type1
103230,10.5,Regular,Starchy Foods,Supermarket Type2
103231,,Regular,Snack Foods,Grocery Store
103232,8.575,Regular,Dairy,Supermarket Type2
103233,20.1,Regular,Fruits and Vegetables,Supermarket Type1
103234,21.2,Low Fat,Snack Foods,Supermarket Type1
103235,,Low Fat,Dairy,Supermarket Type3
103236,16,Low Fat,Fruits and Vegetables,Supermarket Type1
103237,17.1,Low Fat,Frozen Foods,Supermarket Type1
103238,,Low Fat,Snack Foods,Supermarket Type3
103239,,Low Fat,Household,Grocery Store
103240,19.35,Low Fat,Frozen Foods,Supermarket Type1
103241,19.35,Regular,Baking Goods,Grocery Store
103242,11.85,low fat,Dairy,Supermarket Type2
103243,8,Regular,Breads,Supermarket Type1
103244,,Low Fat,Hard Drinks,Supermarket Type3
103245,17.85,Low Fat,Snack Foods,Grocery Store
103246,16.6,Low Fat,Hard Drinks,Supermarket Type1
103247,,Regular,Canned,Supermarket Type3
103248,8.485,Low Fat,Health and Hygiene,Supermarket Type1
103249,18.1,Low Fat,Household,Supermarket Type1
103250,6.425,Low Fat,Fruits and Vegetables,Supermarket Type2
103251,8.655,Regular,Snack Foods,Supermarket Type1
103252,19.7,Low Fat,Baking Goods,Supermarket Type1
103253,10.895,Low Fat,Others,Supermarket Type1
103254,10.8,Low Fat,Soft Drinks,Supermarket Type1
103255,20.6,Low Fat,Baking Goods,Supermarket Type2
103256,7.07,LF,Snack Foods,Supermarket Type1
103257,,Regular,Snack Foods,Grocery Store
103258,18.85,Low Fat,Household,Supermarket Type1
103259,15.3,Regular,Canned,Supermarket Type1
103260,7.26,Low Fat,Meat,Supermarket Type1
103261,18.25,Regular,Dairy,Supermarket Type1
103262,14.8,Low Fat,Soft Drinks,Supermarket Type1
103263,13.3,Low Fat,Snack Foods,Supermarket Type1
103264,,Regular,Dairy,Grocery Store
103265,21.1,Regular,Fruits and Vegetables,Supermarket Type1
103266,15.1,Regular,Fruits and Vegetables,Supermarket Type1
103267,13.35,Regular,Snack Foods,Grocery Store
103268,11.35,Regular,Fruits and Vegetables,Supermarket Type1
103269,18.85,Low Fat,Snack Foods,Supermarket Type1
103270,8.92,Low Fat,Household,Supermarket Type1
103271,,Low Fat,Frozen Foods,Grocery Store
103272,16.7,Regular,Starchy Foods,Supermarket Type1
103273,7.435,Low Fat,Starchy Foods,Supermarket Type1
103274,18.25,Low Fat,Frozen Foods,Supermarket Type1
103275,20.5,Low Fat,Others,Supermarket Type1
103276,5.4,Low Fat,Health and Hygiene,Supermarket Type1
103277,18,Low Fat,Snack Foods,Supermarket Type2
103278,18.35,Low Fat,Household,Supermarket Type1
103279,6.52,Low Fat,Canned,Supermarket Type2
103280,,Regular,Fruits and Vegetables,Grocery Store
103281,11.65,Low Fat,Snack Foods,Grocery Store
103282,,Low Fat,Snack Foods,Grocery Store
103283,14.3,Regular,Meat,Supermarket Type1
103284,6.655,Low Fat,Fruits and Vegetables,Supermarket Type1
103285,15.7,Regular,Frozen Foods,Supermarket Type1
103286,7.89,Low Fat,Dairy,Supermarket Type1
103287,14.15,Low Fat,Canned,Supermarket Type2
103288,14.1,Low Fat,Snack Foods,Supermarket Type1
103289,17.1,Low Fat,Frozen Foods,Supermarket Type1
103290,,Regular,Snack Foods,Supermarket Type3
103291,14.15,Low Fat,Soft Drinks,Supermarket Type1
103292,12.3,Low Fat,Baking Goods,Grocery Store
103293,,LF,Soft Drinks,Supermarket Type3
103294,,Regular,Canned,Grocery Store
103295,,Low Fat,Soft Drinks,Supermarket Type3
103296,18.6,Low Fat,Frozen Foods,Supermarket Type1
103297,20.85,Low Fat,Baking Goods,Supermarket Type1
103298,,Regular,Meat,Supermarket Type3
103299,9.8,LF,Meat,Supermarket Type1
103300,7.895,Regular,Breakfast,Supermarket Type1
103301,10.895,Low Fat,Frozen Foods,Supermarket Type1
103302,8.02,Low Fat,Snack Foods,Supermarket Type1
103303,7.89,Low Fat,Dairy,Supermarket Type1
103304,5.035,Regular,Breads,Supermarket Type1
103305,12.1,Low Fat,Household,Supermarket Type1
103306,7.075,Low Fat,Dairy,Supermarket Type1
103307,7.475,Low Fat,Household,Supermarket Type1
103308,6.885,Regular,Canned,Supermarket Type1
103309,8.51,Regular,Snack Foods,Supermarket Type2
103310,6.44,Low Fat,Breads,Supermarket Type1
103311,13.65,Regular,Frozen Foods,Supermarket Type1
103312,8.395,Low Fat,Hard Drinks,Supermarket Type1
103313,,Low Fat,Frozen Foods,Grocery Store
103314,8.945,Regular,Dairy,Supermarket Type1
103315,10.8,Regular,Baking Goods,Supermarket Type1
103316,19.2,LF,Others,Grocery Store
103317,18.85,Low Fat,Hard Drinks,Supermarket Type1
103318,7.725,Low Fat,Household,Supermarket Type2
103319,10.5,Low Fat,Hard Drinks,Grocery Store
103320,20.25,Regular,Canned,Supermarket Type1
103321,20.35,Low Fat,Meat,Supermarket Type1
103322,11.1,Regular,Fruits and Vegetables,Supermarket Type1
103323,21.35,Low Fat,Canned,Supermarket Type1
103324,15,Low Fat,Health and Hygiene,Supermarket Type1
103325,15.1,Regular,Frozen Foods,Grocery Store
103326,17.75,Regular,Baking Goods,Supermarket Type1
103327,5.485,Low Fat,Health and Hygiene,Supermarket Type2
103328,5.21,Low Fat,Household,Supermarket Type1
103329,,Low Fat,Others,Supermarket Type3
103330,,Low Fat,Dairy,Supermarket Type3
103331,15.35,Regular,Meat,Supermarket Type1
103332,,Low Fat,Starchy Foods,Supermarket Type3
103333,8,Regular,Breads,Supermarket Type1
103334,13.35,Low Fat,Baking Goods,Supermarket Type1
103335,20.6,Low Fat,Health and Hygiene,Supermarket Type1
103336,20.35,Low Fat,Household,Supermarket Type1
103337,14.65,Regular,Snack Foods,Supermarket Type1
103338,8.76,Low Fat,Health and Hygiene,Supermarket Type1
103339,8.3,Low Fat,Fruits and Vegetables,Supermarket Type1
103340,15.2,Low Fat,Soft Drinks,Grocery Store
103341,,Regular,Frozen Foods,Supermarket Type3
103342,,LF,Fruits and Vegetables,Supermarket Type3
103343,9.3,Low Fat,Canned,Supermarket Type1
103344,8.6,Low Fat,Household,Supermarket Type1
103345,9.895,Low Fat,Household,Supermarket Type2
103346,,Regular,Frozen Foods,Grocery Store
103347,19.35,Low Fat,Snack Foods,Supermarket Type2
103348,19.35,Regular,Fruits and Vegetables,Supermarket Type1
103349,13.65,Regular,Frozen Foods,Grocery Store
103350,19.6,Low Fat,Household,Supermarket Type2
103351,,Low Fat,Household,Grocery Store
103352,16,Low Fat,Household,Supermarket Type1
103353,16.2,Low Fat,Fruits and Vegetables,Supermarket Type1
103354,10.195,Low Fat,Breads,Supermarket Type1
103355,12.65,Regular,Frozen Foods,Supermarket Type1
103356,19.35,Low Fat,Health and Hygiene,Supermarket Type1
103357,17.85,reg,Fruits and Vegetables,Supermarket Type1
103358,10.8,Low Fat,Health and Hygiene,Supermarket Type1
103359,13.65,Regular,Snack Foods,Supermarket Type1
103360,20.7,Low Fat,Fruits and Vegetables,Supermarket Type1
103361,13.15,Low Fat,Fruits and Vegetables,Supermarket Type1
103362,7.27,reg,Canned,Supermarket Type1
103363,16.5,Regular,Baking Goods,Supermarket Type1
103364,,Regular,Baking Goods,Grocery Store
103365,19.25,Regular,Meat,Grocery Store
103366,,Regular,Snack Foods,Supermarket Type3
103367,15,Regular,Baking Goods,Supermarket Type1
103368,19.7,Regular,Meat,Supermarket Type1
103369,,LF,Dairy,Supermarket Type3
103370,15.85,Low Fat,Canned,Supermarket Type1
103371,12.65,Low Fat,Meat,Supermarket Type1
103372,6.13,Low Fat,Dairy,Supermarket Type2
103373,19,Low Fat,Snack Foods,Supermarket Type2
103374,,Regular,Frozen Foods,Supermarket Type3
103375,15.6,Regular,Snack Foods,Supermarket Type1
103376,12.5,Low Fat,Canned,Supermarket Type1
103377,18,Low Fat,Starchy Foods,Supermarket Type1
103378,,Regular,Snack Foods,Grocery Store
103379,10.895,Low Fat,Frozen Foods,Supermarket Type1
103380,17,Regular,Canned,Supermarket Type1
103381,13.1,Low Fat,Dairy,Supermarket Type1
103382,8.895,Regular,Snack Foods,Supermarket Type1
103383,19.5,Low Fat,Canned,Grocery Store
103384,20.2,Regular,Meat,Supermarket Type1
103385,15.7,Regular,Frozen Foods,Supermarket Type2
103386,20.25,Low Fat,Household,Supermarket Type2
103387,8.05,Regular,Fruits and Vegetables,Supermarket Type1
103388,9,Low Fat,Snack Foods,Supermarket Type1
103389,17,Low Fat,Household,Supermarket Type1
103390,,Regular,Dairy,Grocery Store
103391,19.2,Low Fat,Canned,Supermarket Type1
103392,12.85,Low Fat,Starchy Foods,Supermarket Type1
103393,20.7,Low Fat,Dairy,Supermarket Type2
103394,5.985,Low Fat,Baking Goods,Supermarket Type1
103395,20.2,Low Fat,Household,Supermarket Type1
103396,16.2,low fat,Canned,Supermarket Type1
103397,,low fat,Snack Foods,Supermarket Type3
103398,21.1,Low Fat,Household,Supermarket Type1
103399,,LF,Household,Supermarket Type3
103400,,Regular,Meat,Grocery Store
103401,6.785,Regular,Meat,Supermarket Type1
103402,20.35,Low Fat,Household,Supermarket Type1
103403,16.5,Low Fat,Health and Hygiene,Supermarket Type1
103404,,Low Fat,Baking Goods,Supermarket Type3
103405,10.8,Low Fat,Soft Drinks,Supermarket Type1
103406,17.7,Regular,Meat,Supermarket Type1
103407,9.27,Low Fat,Dairy,Supermarket Type1
103408,20.85,Low Fat,Meat,Supermarket Type1
103409,12.6,Low Fat,Household,Supermarket Type1
103410,8.895,Regular,Snack Foods,Supermarket Type1
103411,,Low Fat,Fruits and Vegetables,Supermarket Type3
103412,10.1,LF,Soft Drinks,Supermarket Type1
103413,6.15,Low Fat,Baking Goods,Supermarket Type1
103414,10,Regular,Frozen Foods,Supermarket Type1
103415,20.1,Low Fat,Health and Hygiene,Supermarket Type1
103416,19.7,Regular,Meat,Supermarket Type1
103417,8.51,Low Fat,Household,Supermarket Type1
103418,10.3,Regular,Canned,Supermarket Type1
103419,7.36,Low Fat,Frozen Foods,Supermarket Type1
103420,6.57,LF,Household,Supermarket Type1
103421,8.895,Regular,Snack Foods,Supermarket Type2
103422,6.905,Regular,Dairy,Supermarket Type1
103423,12.15,LF,Starchy Foods,Supermarket Type2
103424,6.38,Low Fat,Household,Supermarket Type1
103425,5.155,Low Fat,Frozen Foods,Supermarket Type1
103426,12.85,Low Fat,Fruits and Vegetables,Supermarket Type1
103427,12.5,Low Fat,Health and Hygiene,Supermarket Type2
103428,,Regular,Dairy,Supermarket Type3
103429,20.85,LF,Snack Foods,Supermarket Type1
103430,10,Regular,Snack Foods,Supermarket Type1
103431,9.695,Low Fat,Hard Drinks,Supermarket Type1
103432,15.2,Low Fat,Soft Drinks,Supermarket Type2
103433,11.1,Low Fat,Canned,Supermarket Type1
103434,13.85,Low Fat,Hard Drinks,Grocery Store
103435,8.85,Low Fat,Household,Supermarket Type1
103436,8.05,Regular,Dairy,Supermarket Type2
103437,,Low Fat,Health and Hygiene,Supermarket Type3
103438,12.15,Low Fat,Health and Hygiene,Supermarket Type1
103439,,Regular,Breads,Supermarket Type3
103440,9.6,Low Fat,Snack Foods,Supermarket Type1
103441,16.85,Regular,Canned,Supermarket Type1
103442,8.895,Regular,Snack Foods,Supermarket Type1
103443,15.15,Low Fat,Baking Goods,Supermarket Type2
103444,18.25,Low Fat,Fruits and Vegetables,Supermarket Type1
103445,5.73,Low Fat,Soft Drinks,Supermarket Type2
103446,16.1,Low Fat,Dairy,Supermarket Type2
103447,19.7,LF,Household,Supermarket Type1
103448,14,Regular,Frozen Foods,Supermarket Type1
103449,16.35,Low Fat,Household,Supermarket Type1
103450,7.535,Low Fat,Soft Drinks,Supermarket Type1
103451,18.6,Low Fat,Health and Hygiene,Supermarket Type1
103452,20.25,Regular,Baking Goods,Supermarket Type1
103453,6.67,Regular,Snack Foods,Supermarket Type1
103454,20.1,Regular,Fruits and Vegetables,Supermarket Type1
103455,16.7,Regular,Baking Goods,Supermarket Type2
103456,14.85,Low Fat,Baking Goods,Supermarket Type1
103457,9.695,Regular,Snack Foods,Supermarket Type1
103458,,Regular,Soft Drinks,Supermarket Type3
103459,,Low Fat,Household,Supermarket Type3
103460,17.25,Regular,Breakfast,Supermarket Type1
103461,19.35,reg,Snack Foods,Supermarket Type1
103462,,Low Fat,Fruits and Vegetables,Grocery Store
103463,5.305,Regular,Meat,Supermarket Type1
103464,18.7,Low Fat,Baking Goods,Supermarket Type1
103465,20,Low Fat,Baking Goods,Supermarket Type1
103466,,Low Fat,Frozen Foods,Supermarket Type3
103467,,Regular,Fruits and Vegetables,Supermarket Type3
103468,,Regular,Fruits and Vegetables,Grocery Store
103469,20.85,Low Fat,Frozen Foods,Supermarket Type1
103470,10.8,Low Fat,Meat,Supermarket Type1
103471,18.35,Low Fat,Dairy,Supermarket Type1
103472,8.63,Regular,Canned,Supermarket Type1
103473,,Regular,Baking Goods,Grocery Store
103474,9,Low Fat,Canned,Supermarket Type1
103475,14.85,Regular,Snack Foods,Supermarket Type1
103476,6.26,Low Fat,Household,Supermarket Type1
103477,17.7,Low Fat,Dairy,Supermarket Type1
103478,16.5,Low Fat,Snack Foods,Supermarket Type2
103479,7.71,Regular,Dairy,Supermarket Type1
103480,6.63,Regular,Snack Foods,Supermarket Type1
103481,5.885,Regular,Canned,Supermarket Type2
103482,,Low Fat,Canned,Supermarket Type3
103483,6.935,Regular,Snack Foods,Supermarket Type1
103484,18.6,Low Fat,Breakfast,Supermarket Type2
103485,8.27,Regular,Snack Foods,Supermarket Type1
103486,11.3,Low Fat,Household,Supermarket Type1
103487,5.885,Regular,Canned,Supermarket Type1
103488,19.2,Low Fat,Household,Grocery Store
103489,16.1,Regular,Dairy,Supermarket Type1
103490,,Low Fat,Fruits and Vegetables,Grocery Store
103491,13.35,Low Fat,Breads,Supermarket Type1
103492,8.3,Regular,Baking Goods,Supermarket Type1
103493,7.76,low fat,Snack Foods,Supermarket Type1
103494,15,Low Fat,Hard Drinks,Supermarket Type1
103495,17.75,Regular,Baking Goods,Supermarket Type1
103496,5.695,Regular,Breads,Supermarket Type1
103497,9.8,Regular,Baking Goods,Supermarket Type1
103498,5.695,Regular,Breads,Supermarket Type1
